"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","cis","cis_trans","trans","total_cis","total_cis_trans","total_trans","cis_in_gc","cis_trans_in_gc","trans_in_gc"
"Elevated urinary epinephrine","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"SDHB","","",1,0,0,0,0,0
"Elevated urinary norepinephrine","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"SDHB","","",1,0,0,0,0,0
"Episodic paroxysmal anxiety","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"SDHB","","",1,0,0,0,0,0
"Erythrocytosis","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"ENG","","",1,0,0,0,0,0
"Explosive speech","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"COQ2","","",1,0,0,0,0,0
"Extramedullary Plasmacytoma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"ENG","","",1,0,0,0,0,0
"Fanconi Syndrome","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"IGF2R","","",1,0,0,1,0,0
"Generalized joint laxity","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"SERPINH1","","",1,0,0,1,0,0
"Hamartomatous polyp","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Hemangioblastic Meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Hemangiopericytic Meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Human Papillomavirus Positive Oropharyngeal Squamous Cell Carcinoma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Hydrosalpinx (disease)","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","KDR","",0,1,0,0,0,0
"Hypoplastic pelvis","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","CEP120","",0,1,0,0,0,0
"Immune Reconstitution Inflammatory Syndrome","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","FCGR3B","",0,1,0,0,0,0
"Infection in children","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","LEPR","",0,1,0,0,1,0
"Influenza A virus infection","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"GBP5","","",1,0,0,0,0,0
"Infrequent generalized seizures","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PLCB1","","",1,0,0,0,0,0
"Intraorbital Meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Intraventricular Meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Juvenile Huntington Disease","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","IP6K2","",0,1,0,0,0,0
"Kearns-Sayre syndrome","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","POLG","",0,1,0,0,0,0
"Language Development Disorders","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Long toe","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"B4GALT7","","",1,0,0,0,0,0
"Low density lipoprotein increased","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"LPL","","",1,0,0,1,0,0
"Macular retinal edema","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","KDR","",0,1,0,0,0,0
"Malignant Hypertension","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","ADM","",0,1,0,0,0,0
"Microcystic meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Mixed Cellularity Hodgkin Lymphoma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"GSTP1","","",1,0,0,0,0,0
"Morphea","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"TGFB1","","",1,0,0,1,0,0
"Multiple Acyl Coenzyme A Dehydrogenase Deficiency","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","","TXNRD1",0,0,1,0,0,0
"Mycetoma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"COMT","","",1,0,0,0,0,0
"Neonatal hepatitis","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"SPINT1","","",1,0,0,0,0,0
"Neonatal short-limb short stature","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","","SOX9",0,0,1,0,0,0
"Neurogenic Urinary Bladder","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","","EBF3",0,0,1,0,0,0
"obsolete Combined hyperlipidemia","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"LPL","","",1,0,0,1,0,0
"Occupational Diseases","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"TGFB1","","",1,0,0,1,0,0
"Olfactory Groove Meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Osteitis Fibrosa Disseminata","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"RUNX2","","",1,0,0,0,0,0
"Osteogenesis imperfecta type III (disorder)","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"SERPINH1","","",1,0,0,1,0,0
"Oxidative Phosphorylation Deficiencies","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"","POLG","",0,1,0,0,0,0
"Parasagittal Meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Partial to total absence of eyelashes","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"MAP2K1","","",1,0,0,0,0,0
"Polymorphous light eruption","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"GSTP1","","",1,0,0,0,0,0
"Positive regitine blocking test","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"SDHB","","",1,0,0,0,0,0
"Posterior Fossa Meningioma","1/13",0.292898520377682,0.596070477717165,0,0,3.08920634920635,3.79332630039735,"PTEN","","",1,0,0,0,0,0
"Anemia, Macrocytic","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"CSF1R;ALDH2","","",2,0,0,1,0,0
"TNF receptor-associated periodic fever syndrome (TRAPS)","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"IL1RN","FCGR3B","",1,1,0,0,0,0
"Alcohol withdrawal syndrome","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"COMT;MPDZ","","",2,0,0,0,0,0
"alpha 1-Antitrypsin Deficiency","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"TGFB1;GSTP1","","",2,0,0,1,0,0
"Arterial Occlusive Diseases","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"IGF2R","ADM","",1,1,0,1,0,0
"Breaking out","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"HLA-B;COMT","","",2,0,0,0,0,0
"Chronic viral hepatitis","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"TGFB1","LEPR","",1,1,0,1,1,0
"Cloudy cornea","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"SLC4A11;POMGNT1","","",2,0,0,0,0,0
"Corneal stromal opacities","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"SLC4A11;POMGNT1","","",2,0,0,0,0,0
"Genitourinary Cancer","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"ADAM15;GSTP1","","",2,0,0,0,0,0
"Irregular hyperpigmentation","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"RAD51C;PTEN","","",2,0,0,0,0,0
"Microcalcification","2/41",0.293401928198527,0.596070477717165,0,0,1.90203562340967,2.33229860415989,"TGFB1","","CTC1",1,0,1,1,0,0
"secondary acute myeloid leukemia","3/72",0.294083425624479,0.596070477717165,0,0,1.6131848033918,1.97436363867017,"CDKN2B;SH3GL1","KDR","",2,1,0,0,0,0
"Varying degree of multiple fractures","3/72",0.294083425624479,0.596070477717165,0,0,1.6131848033918,1.97436363867017,"","YY1AP1","CTC1;SOX9",0,1,2,0,0,0
"Cockayne Syndrome","3/72",0.294083425624479,0.596070477717165,0,0,1.6131848033918,1.97436363867017,"FEN1;XPC;SMARCA4","","",3,0,0,1,0,0
"Frequent fractures","3/72",0.294083425624479,0.596070477717165,0,0,1.6131848033918,1.97436363867017,"","YY1AP1","CTC1;SOX9",0,1,2,0,0,0
"Increased fracture rate","3/72",0.294083425624479,0.596070477717165,0,0,1.6131848033918,1.97436363867017,"","YY1AP1","CTC1;SOX9",0,1,2,0,0,0
"Isolated somatotropin deficiency","3/72",0.294083425624479,0.596070477717165,0,0,1.6131848033918,1.97436363867017,"IGFBP3;LPL","LEPR","",2,1,0,1,1,0
"Learning Disabilities","3/72",0.294083425624479,0.596070477717165,0,0,1.6131848033918,1.97436363867017,"IL1RN;TWIST1","NSF","",2,1,0,0,1,0
"Medullary carcinoma of thyroid","8/239",0.294169358176185,0.596070477717165,0,0,1.28653328653329,1.57420165245494,"CDKN2B;TGFB1;GSTP1;TWIST1;SDHB","BECN1;KDR","DCTN3",5,2,1,1,0,0
"Cervical Intraepithelial Neoplasia","7/205",0.295211228021868,0.597936042307018,0,0,1.31305346334248,1.60200945985649,"CFDP1;TGFB1;SLC22A1;SERPINH1;PTEN;TWIST1;LIPA","","",7,0,0,4,0,0
"Hodgkin Disease","18/592",0.297325052182006,0.599679007862386,0,0,1.16669867486076,1.41512299168393,"DDR1;CSF1R;CDKN2B;TGFB1;GSTP1;ITGB3;PTEN;HLA-C;LPL;XPC;PRRC2A;BAG6;RYBP;CHEK2;NINL;IL6R;SH3GL1","LPP","",17,1,0,5,0,0
"Psoriasis vulgaris","5/138",0.297957381109018,0.599679007862386,0,0,1.39559551469845,1.6897937747353,"NPEPPS;IL1RN;TGFB1;HLA-B;HLA-C","","",5,0,0,1,0,0
"Hypercholesterolemia","8/240",0.298008309391049,0.599679007862386,0,0,1.28092131540407,1.55072677919277,"SCD;LPL;HMGCR;LIPA;PPIA;ABO","KDR;LEPR","",6,2,0,3,1,0
"Bulging forehead","4/105",0.298627427386086,0.599679007862386,0,0,1.4698228443534,1.77636695792438,"PPP1CB;EFEMP2;SERPINH1","","EBF3",3,0,1,1,0,0
"Ehlers-Danlos Syndrome","4/105",0.298627427386086,0.599679007862386,0,0,1.4698228443534,1.77636695792438,"EFEMP2;GGCX;B4GALT7","ADAMTS4","",3,1,0,1,0,0
"M5b Acute differentiated monocytic leukemia","4/105",0.298627427386086,0.599679007862386,0,0,1.4698228443534,1.77636695792438,"CSF1R;SYT1;LPL;SH3GL1","","",4,0,0,1,0,0
"Prominent forehead","4/105",0.298627427386086,0.599679007862386,0,0,1.4698228443534,1.77636695792438,"PPP1CB;EFEMP2;SERPINH1","","EBF3",3,0,1,1,0,0
"Hematologic Neoplasms","17/557",0.299065852087655,0.599679007862386,0,0,1.17106163137597,1.41357852802992,"CSF1R;CDKN2B;ABCC1;TGFB1;KMT2C;PTEN;HLA-B;HLA-C;SIRT6;ABO;RAD51C;SH2B3;ENG","LPP;LEPR;KDR","CTC1",13,3,1,3,1,0
"Fibroid Tumor","10/310",0.300211537425174,0.599679007862386,0,0,1.23863049095607,1.49040434448343,"IL1RN;EDNRA;TGFB1;SPINT1;CRABP2;IGFBP3;SERPINH1;PTEN;COMT;SDHB","","",10,0,0,3,0,0
"Cardiomyopathy, Hypertrophic, Familial","3/73",0.301293207375454,0.599679007862386,0,0,1.59005736137667,1.90754630501004,"HLA-C;MYL12A","ADM","",2,1,0,0,0,0
"Fractures, Multiple","3/73",0.301293207375454,0.599679007862386,0,0,1.59005736137667,1.90754630501004,"","YY1AP1","CTC1;SOX9",0,1,2,0,0,0
"Hepatitis, Alcoholic","3/73",0.301293207375454,0.599679007862386,0,0,1.59005736137667,1.90754630501004,"CDKN2B;SYT1;HLA-B","","",3,0,0,0,0,0
"Failure to Thrive","3/73",0.301293207375454,0.599679007862386,0,0,1.59005736137667,1.90754630501004,"IGFBP3;RFT1","POLG","",2,1,0,0,0,0
"hypopigmented skin patch","3/73",0.301293207375454,0.599679007862386,0,0,1.59005736137667,1.90754630501004,"RAD51C;XPC","","CTC1",2,0,1,0,0,0
"Marfan Syndrome","3/73",0.301293207375454,0.599679007862386,0,0,1.59005736137667,1.90754630501004,"EFEMP2;TGFB1;MAT2A","","",3,0,0,2,0,0
"Prominent globes","5/139",0.303089513422725,0.599679007862386,0,0,1.38510900392471,1.65344214510943,"EFEMP2;TGFB1;TWIST1;B4GALT7","","SOX9",4,0,1,1,0,0
"Bacterial Infections","9/276",0.303142079631393,0.599679007862386,0,0,1.25227653054572,1.49465925352362,"IL1RN;TGFB1;SYT1;IRAK2;HLA-B;PTEN;HLA-C;SH2B3","BECN1","",8,1,0,2,0,0
"Mitral regurgitation, mild","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"PPP1CB","POLG","",1,1,0,0,0,0
"Defective tooth enamel","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"ATRIP;RUNX2","","",2,0,0,0,0,0
"Disease due to Parvoviridae","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"TGFB1","PLB1","",1,1,0,1,0,0
"Dystrophic tooth enamel","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"ATRIP;RUNX2","","",2,0,0,0,0,0
"Epiretinal Membrane","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"SYT1;IGFBP3","","",2,0,0,0,0,0
"Eye Abnormalities","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"DAG1;POMGNT1","","",2,0,0,0,0,0
"High urine occult blood","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"LYZ;UMPS","","",2,0,0,1,0,0
"Hyperextensible skin","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"MAP2K1;B4GALT7","","",2,0,0,0,0,0
"Isochromosomes","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"HLA-C;BCAR1","","",2,0,0,0,0,0
"Late fontanel closure","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"EFEMP2;TWIST1","","",2,0,0,0,0,0
"Nail Diseases","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"HLA-B;HLA-C","","",2,0,0,0,0,0
"Other ureteric obstruction","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"","BECN1;ADM","",0,2,0,0,0,0
"Ptosis","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"TWIST1","POLG","",1,1,0,0,0,0
"Ragged-red muscle fibers","2/42",0.303178300968877,0.599679007862386,0,0,1.8543893129771,2.21309161602275,"COQ2","POLG","",1,1,0,0,0,0
"Tonic - clonic seizures","6/173",0.3042062138578,0.599679007862386,0,0,1.33397052049747,1.58749091422535,"ST3GAL5;MPDZ;SLC8A1;ACAT1","UBQLN1;POLG","",4,2,0,0,0,0
"Carcinogenesis","112/4065",0.304440129796596,0.599679007862386,0,0,1.06221044128412,1.26326651443525,"IL1RN;IRS1;APEH;COMT;CARF;PREX1;EDNRA;DPYSL2;CHEK2;DAG1;IL6R;MAP2K1;IGFBP3;HLA-C;SDHB;PGF;RUNX2;PADI2;PRKD2;PPIA;JCAD;CSF1R;SLC22A3;KCNE2;CRABP2;UBA7;KMT2C;TWIST1;XPC;HPR;ABO;ACAT1;PDGFD;ATG7;TGFB1;SYT1;IGF2R;SMARCA4;FES;CYP2S1;DDR1;RPAIN;FEN1;MCM7;PHF20;ITGB3;PTEN;TCF21;PTPRJ;TENT4A;UFL1;CHAF1A;ALDH2;SIX2;POLI;PGPEP1;NINL;PRMT5;ABCC1;PTGIS;SIRT6;MMP16;TMEM106A;ENG;PHLPP2;RGS19;USP10;GSTP1;SEMA3B;CYP3A7;MAPK9;MAT2A;DDT;ENTR1;SPAG9;CDKN2B;CMA1;SUSD2;C1GALT1;SPRY4;MLH3;NBR2;WEE1;RYBP;SCD;CARM1;BCAR1;METAP2","PLB1;LEPR;KDR;AZGP1;NEIL2;ARHGAP21;KIF3A;IP6K2;CCT6A;TPP2;FGFR4;ADM;PAWR;NBPF1;CTTN;BECN1;YY1AP1","CCAR2;SOX9;RBX1;BAG1;BTG1;HSF1;TXNRD1",88,17,7,19,3,0
"Chronic graft-versus-host disease","4/106",0.30455824963371,0.599679007862386,0,0,1.45533769063181,1.73024066804584,"IL1RN;CANX;HLA-B;HLA-C","","",4,0,0,0,0,0
"Malignant Testicular Germ Cell Tumor","4/106",0.30455824963371,0.599679007862386,0,0,1.45533769063181,1.73024066804584,"GSTP1;SPRY4;CYP3A7","BLMH","",3,1,0,0,0,0
"Recurrent tumor","11/347",0.306683988210572,0.599679007862386,0,0,1.2165857605178,1.43792823001559,"CSF1R;IL1RN;EDNRA;SYT1;SCD;IGFBP3;CANX;DAG1;PTEN","KDR","HSF1",9,1,1,1,0,0
"Congenital Heart Defects","9/277",0.306750326373901,0.599679007862386,0,0,1.24753890123849,1.47424308185962,"EDNRA;RAD51C;ALDH2;PTEN;TWIST1;SMARCA4;ENG","","GNG5;SOX9",7,0,2,3,0,0
"Neurodevelopmental Disorders","7/208",0.307732240098383,0.599679007862386,0,0,1.2932543448461,1.52413286702117,"EDNRA;KMT2C;PTEN;SMARCA4","EIF2B2;PSMG1","ANK2",4,2,1,2,0,0
"Contracture of joint","5/140",0.308235092282312,0.599679007862386,0,0,1.37477784886614,1.61796574022914,"NT5C2;AP4B1;B4GALT7","POMT2","EXOSC3",3,1,1,1,0,0
"Hamartoma","3/74",0.308511524862163,0.599679007862386,0,0,1.56758139660141,1.84346957528409,"NEK9;PTEN","LPP","",2,1,0,0,0,0
"Marginal Zone B-Cell Lymphoma","3/74",0.308511524862163,0.599679007862386,0,0,1.56758139660141,1.84346957528409,"GSTP1;HLA-B;PTPRJ","","",3,0,0,0,0,0
"Gastric Adenocarcinoma","12/383",0.309036102530768,0.599679007862386,0,0,1.20211438220395,1.41163951973127,"IL1RN;MAP2K1;IGFBP3;DHX58;PTEN;TWIST1;NUP35;PRKD2;IL6R","AZGP1;KDR;SPARCL1","",9,3,0,3,0,0
"Depressive disorder","22/741",0.309557179745193,0.599679007862386,0,0,1.13862397068239,1.33516464975292,"CSF1R;TGFB1;ITGB3;SPRY4;COMT;MLH3;RNF123;ATXN2;ALDH2;DPYSL2;HMBS;NOS1AP;IL6R","BECN1;PRKCB;PAWR;PLB1;KDR;POLG","SLC12A2;BICC1;BAG1",13,6,3,5,1,1
"Infant, Premature","9/278",0.310368485565568,0.599679007862386,0,0,1.24283649594098,1.45411251625558,"UGDH;TGFB1;ITGB3;LNPEP;COMT;PGF;IGF2R","KDR","TXNRD1",7,1,1,3,0,0
"Recurrent paroxysmal headache","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"SDHB","","",1,0,0,0,0,0
"Amino Acid Metabolism, Inherited Disorders","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"XPC","","",1,0,0,0,0,0
"Depressive Disorder, Treatment-Resistant","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"MAP2K1","","",1,0,0,0,0,0
"Dermatitis, Phototoxic","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"XPC","","",1,0,0,0,0,0
"Familial Partial Lipodystrophy, Type 2","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"LPL","","",1,0,0,1,0,0
"Sensory axonal neuropathy","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"","POLG","",0,1,0,0,0,0
"Huntington Disease, Late Onset","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"","IP6K2","",0,1,0,0,0,0
"Skin tag","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"PTEN","","",1,0,0,0,0,0
"Small earlobe","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"COMT","","",1,0,0,0,0,0
"Multiple Sclerosis, Primary Progressive","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"CSF1R","","",1,0,0,0,0,0
"Stage II Colorectal Cancer AJCC v7","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"IGFBP3","","",1,0,0,0,0,0
"Stridor","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"GSTP1","","",1,0,0,0,0,0
"Syringomyelia","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"RUNX2","","",1,0,0,0,0,0
"Testicular Diseases","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"","","SOX9",0,0,1,0,0,0
"Testicular dysgenesis","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"","","SOX9",0,0,1,0,0,0
"Testicular embryonal carcinoma","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"","","PPP1R10",0,0,1,0,0,0
"Testicular Feminization","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"IGFBP3","","",1,0,0,0,0,0
"Testicular Hydrocele","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"PTEN","","",1,0,0,0,0,0
"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"","POLG","",0,1,0,0,0,0
"von Willebrand Disease, Type 1","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"ABO","","",1,0,0,1,0,0
"Transitional Meningioma","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"PTEN","","",1,0,0,0,0,0
"Abnormal mental state","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"KIAA1109","","",1,0,0,0,0,0
"Abnormal sex determination","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"","","SOX9",0,0,1,0,0,0
"Abnormality of the antihelix","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"TWIST1","","",1,0,0,0,0,0
"Urinary Bladder Diseases","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"GSTP1","","",1,0,0,0,0,0
"Vacuolar myopathy","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"ATG7","","",1,0,0,0,0,0
"Acute gastroenteritis","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"ABO","","",1,0,0,1,0,0
"Adult B Acute Lymphoblastic Leukemia","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"PTEN","","",1,0,0,0,0,0
"Aqueductal Stenosis","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"PTEN","","",1,0,0,0,0,0
"ARTERIAL TORTUOSITY SYNDROME","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"TGFB1","","",1,0,0,1,0,0
"Autoinflammatory Syndrome","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"IL1RN","","",1,0,0,0,0,0
"Cardio-facio-cutaneous syndrome","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"MAP2K1","","",1,0,0,0,0,0
"Centriacinar Emphysema","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"TGFB1","","",1,0,0,1,0,0
"Chronic active hepatitis C","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"IL1RN","","",1,0,0,0,0,0
"Congenital hemihypertrophy","1/14",0.311507356536541,0.599679007862386,0,0,2.85142857142857,3.32571331398488,"PTEN","","",1,0,0,0,0,0
